Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse,Unikt navn
1085,Sjælland,316,Holbæk Kommune,150156,"Oldgård, Ågerup","Oldgård, Ågerup"
1085,Sjælland,329,Ringsted Kommune,211852,"Oldhuse, Valsølille","Oldhuse, Valsølille"
1082,Midtjylland,727,Odder Kommune,1000754,"Oldrup By, Hundslund","Oldrup By, Hundslund"
1083,Syddanmark,573,Varde Kommune,1330651,"Ølgod By, Ølgod","Ølgod By, Ølgod"
1083,Syddanmark,573,Varde Kommune,1330669,"Ølgod Præstegård, Ølgod","Ølgod Præstegård, Ølgod"
1082,Midtjylland,766,Hedensted Kommune,1120954,"Ølholm By, Langskov","Ølholm By, Langskov"
1085,Sjælland,376,Guldborgsund Kommune,471956,"Øllebølle By, V. Ulslev","Øllebølle By, V. Ulslev"
1083,Syddanmark,630,Vejle kommune,1130156,"Ollerup By, Bredsten","Ollerup By, Bredsten"
1083,Syddanmark,479,Svendborg Kommune,430953,"Ollerup By, Ollerup","Ollerup By, Ollerup"
1085,Sjælland,330,Slagelse Kommune,251452,"Ollerup By, Sorterup","Ollerup By, Sorterup"
1085,Sjælland,370,Næstved Kommune,241457,"Øllerup By, Vallensved","Øllerup By, Vallensved"
1085,Sjælland,360,Lolland Kommune,500553,"Øllingsøgård Hgd., Græshave","Øllingsøgård Hgd., Græshave"
1081,Nordjylland,846,Mariagerfjord Kommune,641852,"Øls By, Øls","Øls By, Øls"
1085,Sjælland,259,Køge Kommune,51151,"Ølsemagle By, Ølsemagle","Ølsemagle By, Ølsemagle"
1082,Midtjylland,730,Randers Kommune,911358,"Ølst By, Ølst","Ølst By, Ølst"
1084,Hovedstaden,260,Halsnæs Kommune,101055,"Ølsted By, Ølsted","Ølsted By, Ølsted (Halsnæs Kommune)"
1082,Midtjylland,766,Hedensted Kommune,1111353,"Ølsted By, Ølsted","Ølsted By, Ølsted (Hedensted Kommune)"
1082,Midtjylland,751,Århus Kommune,1010851,"Ølsted By, Ølsted","Ølsted By, Ølsted (Århus Kommune)"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,442155,"Ølsted By, Sdr. Broby","Ølsted By, Sdr. Broby"
1085,Sjælland,376,Guldborgsund Kommune,470353,"Olstrup By, Engestofte","Olstrup By, Engestofte"
1085,Sjælland,330,Slagelse Kommune,230755,"Olstrup By, Holsteinborg","Olstrup By, Holsteinborg"
1085,Sjælland,320,Faxe Kommune,301052,"Olstrup By, Ulse","Olstrup By, Ulse"
1085,Sjælland,326,Kalundborg Kommune,170359,"Olstrup, Bregninge","Olstrup, Bregninge"
1084,Hovedstaden,240,Egedal Kommune,90753,"Ølstykke By, Ølstykke","Ølstykke By, Ølstykke"
1083,Syddanmark,561,Esbjerg Kommune,1350954,"Ølufgård, V. Nebel","Ølufgård, V. Nebel"
1083,Syddanmark,480,Nordfyns Kommune,360754,"Ølund By, Skeby","Ølund By, Skeby"
1085,Sjælland,350,Lejre Kommune,30454,"Øm By, Glim","Øm By, Glim"
1081,Nordjylland,840,Rebild Kommune,670255,"Ømark Gde., Durup","Ømark Gde., Durup"
1083,Syddanmark,561,Esbjerg Kommune,1351253,"Omme By, V. Nykirke","Omme By, V. Nykirke"
1083,Syddanmark,492,Ærø Kommune,2004057,"Ommel, Marstal","Ommel, Marstal"
1082,Midtjylland,706,Syddjurs Kommune,950655,"Ommestrup By, Mørke","Ommestrup By, Mørke"
1082,Midtjylland,730,Randers Kommune,911151,"Ommestrupjorden, Værum","Ommestrupjorden, Værum"
1082,Midtjylland,657,Herning Kommune,1190751,"Ommosegård, Hodsager","Ommosegård, Hodsager"
1085,Sjælland,330,Slagelse Kommune,231251,"Omø By, Omø","Omø By, Omø"
1082,Midtjylland,756,Ikast-Brande Kommune,1120152,"Omvrå By, Blåhøj","Omvrå By, Blåhøj"
1083,Syddanmark,530,Billund Kommune,1120352,"Omvrå Søndermark, Filskov","Omvrå Søndermark, Filskov"
1082,Midtjylland,727,Odder Kommune,1001054,"Ondrup By, Odder","Ondrup By, Odder"
1082,Midtjylland,741,Samsø Kommune,200452,"Onsbjerg By, Onsbjerg","Onsbjerg By, Onsbjerg"
1085,Sjælland,376,Guldborgsund Kommune,511454,"Ønslev By, Ønslev","Ønslev By, Ønslev"
1082,Midtjylland,751,Århus Kommune,1000852,"Onsted By, Hvilsted","Onsted By, Hvilsted"
1084,Hovedstaden,250,Frederikssund Kommune,70554,"Onsved By, Krogstrup","Onsved By, Krogstrup"
1084,Hovedstaden,250,Frederikssund Kommune,70951,"Onsved By, Skuldelev","Onsved By, Skuldelev"
1085,Sjælland,320,Faxe Kommune,211657,"Onterød Skov, Terslev","Onterød Skov, Terslev"
1085,Sjælland,360,Lolland Kommune,500956,"Opager By, Landet","Opager By, Landet"
1081,Nordjylland,840,Rebild Kommune,610754,"Oplev By, Gravlev","Oplev By, Gravlev"
1081,Nordjylland,840,Rebild Kommune,610755,"Oplev Tved, Gravlev","Oplev Tved, Gravlev"
1084,Hovedstaden,250,Frederikssund Kommune,80851,"Oppe Sundby By, Oppe Sundby","Oppe Sundby By, Oppe Sundby"
1081,Nordjylland,851,Aalborg Kommune,620457,"Oppelstrup By, Gunderup","Oppelstrup By, Gunderup"
1082,Midtjylland,779,Skive Kommune,860456,"Opperby By, Lem","Opperby By, Lem"
1083,Syddanmark,561,Esbjerg Kommune,1351452,"Opsneum By, Sneum","Opsneum By, Sneum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180155,"Opsund Gde., Brejning","Opsund Gde., Brejning"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200461,"Ørbæk By, Hoven","Ørbæk By, Hoven"
1083,Syddanmark,450,Nyborg Kommune,411853,"Ørbæk By, Ørbæk","Ørbæk By, Ørbæk"
1083,Syddanmark,480,Nordfyns Kommune,380555,"Ørbæk By, Ore","Ørbæk By, Ore"
1082,Midtjylland,615,Horsens Kommune,1070856,"Ørbæk By, Søvind","Ørbæk By, Søvind"
1081,Nordjylland,820,Vesthimmerlands Kommune,661361,"Ørbæk Hede, Vilsted","Ørbæk Hede, Vilsted"
1082,Midtjylland,707,Norddjurs Kommune,941859,"Ørbækgård Hgd., Ørum","Ørbækgård Hgd., Ørum"
1083,Syddanmark,450,Nyborg Kommune,411854,"Ørbæklunde Hgd., Ørbæk","Ørbæklunde Hgd., Ørbæk"
1082,Midtjylland,706,Syddjurs Kommune,960458,"Ørby By, Helgenæs","Ørby By, Helgenæs"
1082,Midtjylland,741,Samsø Kommune,200555,"Ørby By, Tranebjerg","Ørby By, Tranebjerg"
1084,Hovedstaden,270,Gribskov Kommune,111356,"Ørby By, Vejby","Ørby By, Vejby"
1083,Syddanmark,510,Haderslev Kommune,1420951,"Ørby, Vonsbæk","Ørby, Vonsbæk"
1085,Sjælland,360,Lolland Kommune,501260,"Ørbygård Hgd., Stokkemarke","Ørbygård Hgd., Stokkemarke"
1081,Nordjylland,773,Morsø Kommune,741552,"Ørding By, Ørding","Ørding By, Ørding"
1084,Hovedstaden,157,Gentofte Kommune,11054,Ordrup,Ordrup
1085,Sjælland,306,Odsherred Kommune,160454,"Ordrup By, Fårevejle","Ordrup By, Fårevejle"
1085,Sjælland,350,Lejre Kommune,61153,"Ordrup By, Kirke Sonnerup","Ordrup By, Kirke Sonnerup"
1085,Sjælland,316,Holbæk Kommune,151656,"Ordrup By, St. Tåstrup","Ordrup By, St. Tåstrup"
1085,Sjælland,360,Lolland Kommune,500158,"Ore By, Arninge","Ore By, Arninge"
1085,Sjælland,376,Guldborgsund Kommune,520156,"Ore By, Åstrup","Ore By, Åstrup"
1083,Syddanmark,482,Langeland Kommune,460154,"Ore By, Fodslette","Ore By, Fodslette"
1083,Syddanmark,480,Nordfyns Kommune,380552,"Ore By, Ore","Ore By, Ore"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,351152,"Ore By, Sdr. Nærå","Ore By, Sdr. Nærå"
1083,Syddanmark,480,Nordfyns Kommune,380756,"Ore Ellegård, Skovby","Ore Ellegård, Skovby"
1085,Sjælland,390,Vordingborg Kommune,2002064,"Ore, Vordingborg Jorder","Ore, Vordingborg Jorder"
1084,Hovedstaden,250,Frederikssund Kommune,70555,"Orebjerg Hgd., Krogstrup","Orebjerg Hgd., Krogstrup"
1085,Sjælland,330,Slagelse Kommune,230952,"Oreby By, Høve","Oreby By, Høve"
1085,Sjælland,390,Vordingborg Kommune,280255,"Oreby By, Kastrup","Oreby By, Kastrup"
1085,Sjælland,376,Guldborgsund Kommune,471451,"Oreby By, Sakskøbing","Oreby By, Sakskøbing"
1083,Syddanmark,480,Nordfyns Kommune,380553,"Oregård Hgd., Ore","Oregård Hgd., Ore"
1085,Sjælland,360,Lolland Kommune,490557,"Orehave, Horslunde","Orehave, Horslunde"
1085,Sjælland,376,Guldborgsund Kommune,510955,"Orehoved By, Nr. Vedby","Orehoved By, Nr. Vedby"
1083,Syddanmark,420,Assens Kommune,390956,"Øreløkkegård, Kerte","Øreløkkegård, Kerte"
1083,Syddanmark,420,Assens Kommune,391352,"Orelund Hgd., Sandager","Orelund Hgd., Sandager"
1085,Sjælland,316,Holbæk Kommune,141053,"Orelund, Skamstrup","Orelund, Skamstrup"
1085,Sjælland,390,Vordingborg Kommune,260156,"Oremandsgård, Allerslev","Oremandsgård, Allerslev"
1085,Sjælland,326,Kalundborg Kommune,170654,"Øresø Mølle, Jorløse","Øresø Mølle, Jorløse"
1081,Nordjylland,787,Thisted Kommune,690656,"Ørgård, Nors","Ørgård, Nors"
1083,Syddanmark,479,Svendborg Kommune,2004354,"Ørkilds Møller, Svendborg Jorder","Ørkilds Møller, Svendborg Jorder"
1083,Syddanmark,420,Assens Kommune,401658,"Ormehøj, Rørup","Ormehøj, Rørup"
1085,Sjælland,330,Slagelse Kommune,251852,"Ormeslev By, Vemmelev","Ormeslev By, Vemmelev"
1081,Nordjylland,813,Frederikshavn Kommune,551055,"Ormholt Hgd., Torslev","Ormholt Hgd., Torslev"
1082,Midtjylland,751,Århus Kommune,1030754,"Ormslev By, Ormslev","Ormslev By, Ormslev"
1082,Midtjylland,791,Viborg Kommune,790951,"Ormstrup Hgd., Sahl","Ormstrup Hgd., Sahl"
1082,Midtjylland,706,Syddjurs Kommune,960261,"Ørnbjerg Mølle, Dråby","Ørnbjerg Mølle, Dråby"
1081,Nordjylland,860,Hjørring Kommune,540354,"Ørnbøl Gde., Bjergby","Ørnbøl Gde., Bjergby"
1081,Nordjylland,773,Morsø Kommune,740554,"Ørndrup Hgd., Karby","Ørndrup Hgd., Karby"
1081,Nordjylland,820,Vesthimmerlands Kommune,651654,"Ørndrup Hgd., V. Hornum","Ørndrup Hgd., V. Hornum"
1085,Sjælland,390,Vordingborg Kommune,280256,"Ornebjerg By, Kastrup","Ornebjerg By, Kastrup"
1084,Hovedstaden,270,Gribskov Kommune,110658,"Ornedhus, Helsinge","Ornedhus, Helsinge"
1082,Midtjylland,657,Herning Kommune,2007065,"Ørnhoved, Herning Jorder","Ørnhoved, Herning Jorder"
1085,Sjælland,259,Køge Kommune,50159,"Ørninge By, Borup","Ørninge By, Borup"
1083,Syddanmark,630,Vejle Kommune,1121059,"Ørnsholt By, Ø. Nykirke","Ørnsholt By, Ø. Nykirke"
1082,Midtjylland,615,Horsens Kommune,1111052,"Ørnstrup By, Torsted","Ørnstrup By, Torsted"
1082,Midtjylland,657,Herning Kommune,1192059,"Ørre By, Ørre","Ørre By, Ørre"
1082,Midtjylland,657,Herning Kommune,1192060,"Ørre Gde., Ørre","Ørre Gde., Ørre"
1082,Midtjylland,791,Viborg Kommune,750555,"Ørregård, Fiskbæk","Ørregård, Fiskbæk"
1082,Midtjylland,615,Horsens Kommune,1071453,"Ørridslev By, Ørridslev","Ørridslev By, Ørridslev"
1082,Midtjylland,730,Randers Kommune,890252,"Ørrild By, Fårup","Ørrild By, Fårup"
1082,Midtjylland,791,Viborg Kommune,760456,"Ørris By, Hersom","Ørris By, Hersom"
1083,Syddanmark,480,Nordfyns Kommune,360755,"Ørritslev By, Skeby","Ørritslev By, Skeby"
1083,Syddanmark,480,Nordfyns Kommune,380956,"Ørritslev By, Søndersø","Ørritslev By, Søndersø"
1083,Syddanmark,480,Nordfyns Kommune,360654,"Ørritslevgård, Otterup","Ørritslevgård, Otterup"
1083,Syddanmark,420,Assens Kommune,390957,"Ørsbjerg By, Kerte","Ørsbjerg By, Kerte"
1084,Hovedstaden,217,Helsingør Kommune,120679,"Ørsholt, Tikøb","Ørsholt, Tikøb"
1082,Midtjylland,615,Horsens Kommune,1071454,"Ørskov By, Ørridslev","Ørskov By, Ørridslev"
1082,Midtjylland,657,Herning Kommune,1191461,"Ørskov By, Snejbjerg","Ørskov By, Snejbjerg"
1085,Sjælland,326,Kalundborg Kommune,191553,"Ørslev By, Ørslev","Ørslev By, Ørslev (Kalundborg Kommune)"
1085,Sjælland,329,Ringsted Kommune,212253,"Ørslev By, Ørslev","Ørslev By, Ørslev (Ringsted Kommune)"
1085,Sjælland,330,Slagelse Kommune,231955,"Ørslev By, Ørslev","Ørslev By, Ørslev (Slagelse Kommune)"
1085,Sjælland,390,Vordingborg Kommune,261353,"Ørslev By, Ørslev","Ørslev By, Ørslev (Vordingborg Kommune)"
1083,Syddanmark,410,Middelfart Kommune,402055,"Ørslev By, Ørslev","Ørslev By, Ørslev (Middelfart Kommune)"
1085,Sjælland,329,Ringsted Kommune,210455,"Ørslev under Skoven, Bringstrup","Ørslev under Skoven, Bringstrup"
1083,Syddanmark,580,Aabenraa Kommune,1510356,"Ørslev, Hellevad","Ørslev, Hellevad"
1082,Midtjylland,779,Skive Kommune,821956,"Ørslevkloster Hgd., Ørslevkloster","Ørslevkloster Hgd., Ørslevkloster"
1085,Sjælland,329,Ringsted Kommune,220652,"Ørslevvester By, Gyrstinge","Ørslevvester By, Gyrstinge"
1081,Nordjylland,851,Aalborg Kommune,660262,"Ørsnæs Gde., Farstrup","Ørsnæs Gde., Farstrup"
1081,Nordjylland,810,Brønderslev Kommune,550255,"Ørsø Fjerding, Aså-Melholt","Ørsø Fjerding, Aså-Melholt"
1081,Nordjylland,810,Brønderslev Kommune,550359,"Ørsø Fjerding, Dronninglund","Ørsø Fjerding, Dronninglund"
1082,Midtjylland,707,Norddjurs Kommune,900556,"Ørsted By, Ørsted","Ørsted By, Ørsted (Norddjurs Kommune)"
1085,Sjælland,265,Roskilde Kommune,51253,"Ørsted By, Ørsted","Ørsted By, Ørsted (Roskilde Kommune)"
1083,Syddanmark,420,Assens Kommune,392154,"Ørsted By, Ørsted","Ørsted By, Ørsted (Assens Kommune)"
1083,Syddanmark,510,Haderslev Kommune,1430752,"Ørsted, Oksenvad","Ørsted, Oksenvad"
1083,Syddanmark,420,Assens Kommune,391254,"Orte By, Orte","Orte By, Orte"
1083,Syddanmark,573,Varde Kommune,2007759,"Orten, Varde Jorder","Orten, Varde Jorder"
1082,Midtjylland,727,Odder Kommune,1001453,"Ørting By, Ørting","Ørting By, Ørting"
1085,Sjælland,329,Ringsted Kommune,212053,"Ortved By, Vigersted","Ortved By, Vigersted"
1082,Midtjylland,766,Hedensted Kommune,1101651,"Ørum By, Ørum","Ørum By, Ørum (Hedensted Kommune)"
1082,Midtjylland,707,Norddjurs Kommune,941860,"Ørum By, Ørum","Ørum By, Ørum (Norddjurs Kommune)"
1082,Midtjylland,791,Viborg Kommune,771654,"Ørum By, Ørum","Ørum By, Ørum (Viborg Kommune)"
1081,Nordjylland,810,Brønderslev Kommune,551460,"Ørum By, Ørum","Ørum By, Ørum (Brønderslev Kommune)"
1081,Nordjylland,787,Thisted Kommune,711552,"Ørum By, Ørum","Ørum By, Ørum (Thisted Kommune)"
1081,Nordjylland,787,Thisted Kommune,711553,"Ørum Klitter, Ørum","Ørum Klitter, Ørum"
1081,Nordjylland,810,Brønderslev Kommune,551461,"Ørum Mose, Ørum","Ørum Mose, Ørum"
1081,Nordjylland,810,Brønderslev Kommune,551462,"Ørum Overdrev, Ørum","Ørum Overdrev, Ørum"
1082,Midtjylland,766,Hedensted Kommune,1101652,"Ørumgård Hgd., Ørum","Ørumgård Hgd., Ørum"
1081,Nordjylland,810,Brønderslev Kommune,551463,"Ørumtved, Ørum","Ørumtved, Ørum"
1085,Sjælland,320,Faxe Kommune,300753,"Orup By, Roholte","Orup By, Roholte"
1082,Midtjylland,706,Syddjurs Kommune,971255,"Ørup By, Rosmus","Ørup By, Rosmus"
1085,Sjælland,370,Næstved Kommune,271253,"Orup By, Tybjerg","Orup By, Tybjerg"
1085,Sjælland,376,Guldborgsund Kommune,520658,"Orupgård Hgd., Idestrup","Orupgård Hgd., Idestrup"
1085,Sjælland,376,Guldborgsund Kommune,521354,"Orupgård Hgd., Nr. Ørslev","Orupgård Hgd., Nr. Ørslev"
1085,Sjælland,376,Guldborgsund Kommune,520854,"Orupgård Hgd., Sdr. Kirkeby","Orupgård Hgd., Sdr. Kirkeby"
1085,Sjælland,350,Lejre Kommune,61353,"Orupgård, Særløse","Orupgård, Særløse"
1081,Nordjylland,813,Frederikshavn Kommune,550760,"Ørvad Gde., Hørby","Ørvad Gde., Hørby"
1085,Sjælland,350,Lejre Kommune,60856,"Osager By, Osted","Osager By, Osted"
1083,Syddanmark,510,Haderslev Kommune,1421054,"Øsby Ejerlav, Øsby","Øsby Ejerlav, Øsby"
1083,Syddanmark,573,Varde Kommune,1351959,"Øse By, Øse","Øse By, Øse"
1081,Nordjylland,849,Jammerbugt Kommune,680252,"Øslev By, Gøttrup","Øslev By, Gøttrup"
1081,Nordjylland,849,Jammerbugt Kommune,680454,"Øslev By, Kettrup","Øslev By, Kettrup"
1081,Nordjylland,787,Thisted Kommune,681251,"Øsløs By, Øsløs","Øsløs By, Øsløs"
1083,Syddanmark,573,Varde Kommune,1330652,"Østbæk By, Ølgod","Østbæk By, Ølgod"
1082,Midtjylland,615,Horsens Kommune,1071560,"Østbirk By, Østbirk","Østbirk By, Østbirk"
1081,Nordjylland,851,Aalborg Kommune,600757,"Østbjerg, Hammer","Østbjerg, Hammer"
1084,Hovedstaden,250,Frederikssund Kommune,70754,"Østby By, Selsø","Østby By, Selsø"
1085,Sjælland,350,Lejre Kommune,60857,"Osted By, Osted","Osted By, Osted"
1083,Syddanmark,630,Vejle Kommune,1130958,"Østengård, Skibet","Østengård, Skibet"
1084,Hovedstaden,101,Københavns Kommune,2000181,"Øster Kvarter, København","Øster Kvarter, København"
1081,Nordjylland,851,Aalborg Kommune,600653,"Østerågård, Hals","Østerågård, Hals"
1081,Nordjylland,851,Aalborg Kommune,601556,"Østerågård, Ø. Hassing","Østerågård, Ø. Hassing"
1081,Nordjylland,810,Brønderslev Kommune,560958,"Østerågård, Serritslev","Østerågård, Serritslev"
1082,Midtjylland,707,Norddjurs Kommune,970653,"Østerballe By, Hoed","Østerballe By, Hoed"
1082,Midtjylland,665,Lemvig Kommune,2007259,"Østerbol, Lemvig Jorder","Østerbol, Lemvig Jorder"
1081,Nordjylland,820,Vesthimmerlands Kommune,761752,"Østerbølle By, Østerbølle","Østerbølle By, Østerbølle"
1082,Midtjylland,741,Samsø Kommune,200156,"Østerby By, Besser","Østerby By, Besser"
1085,Sjælland,360,Lolland Kommune,480553,"Østerby By, Fejø","Østerby By, Fejø"
1083,Syddanmark,482,Langeland Kommune,460255,"Østerby By, Fuglsbølle","Østerby By, Fuglsbølle"
1081,Nordjylland,825,Læsø Kommune,590252,"Østerby By, Hals","Østerby By, Hals"
1083,Syddanmark,530,Billund Kommune,1121357,"Østerby By, Sdr. Omme","Østerby By, Sdr. Omme"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210854,"Østerby By, Stauning","Østerby By, Stauning"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,442054,"Østerby By, Svanninge","Østerby By, Svanninge"
1082,Midtjylland,751,Århus Kommune,1030957,"Østerby By, Tranbjerg","Østerby By, Tranbjerg"
1082,Midtjylland,671,Struer Kommune,1220157,"Østerby, Asp","Østerby, Asp"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210253,"Østerby, Bølling","Østerby, Bølling"
1083,Syddanmark,550,Tønder Kommune,1480153,"Østerby, Daler","Østerby, Daler"
1083,Syddanmark,621,Kolding Kommune,1270956,"Østerbygård Hgd., Vamdrup","Østerbygård Hgd., Vamdrup"
1083,Syddanmark,550,Tønder Kommune,1470153,"Østerende-Ballum, Ballum","Østerende-Ballum, Ballum"
1082,Midtjylland,779,Skive Kommune,850158,"Østergård Hgd., Åsted","Østergård Hgd., Åsted"
1082,Midtjylland,707,Norddjurs Kommune,940353,"Østergård Hgd., Fjellerup","Østergård Hgd., Fjellerup"
1082,Midtjylland,710,Favrskov Kommune,790755,"Østergård Hgd., Houlbjerg","Østergård Hgd., Houlbjerg"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200552,"Østergård Hgd., Lyne","Østergård Hgd., Lyne"
1083,Syddanmark,440,Kerteminde Kommune,340855,"Østergård Hgd., Munkebo","Østergård Hgd., Munkebo"
1082,Midtjylland,751,Århus Kommune,1031054,"Østergård Hgd., Tulstrup","Østergård Hgd., Tulstrup"
1082,Midtjylland,665,Lemvig Kommune,1260462,"Østergård, Gudum","Østergård, Gudum"
1081,Nordjylland,820,Vesthimmerlands Kommune,660758,"Østergård, Malle","Østergård, Malle"
1085,Sjælland,390,Vordingborg Kommune,260760,"Østergård, Mern","Østergård, Mern"
1082,Midtjylland,661,Holstebro Kommune,1221255,"Østergård, Sir","Østergård, Sir"
1081,Nordjylland,846,Mariagerfjord Kommune,641757,"Østergårde By, Vive","Østergårde By, Vive"
1081,Nordjylland,851,Aalborg Kommune,611563,"Østergårde, Vokslev","Østergårde, Vokslev"
1081,Nordjylland,851,Aalborg Kommune,601559,"Østerheden, Ø. Hassing","Østerheden, Ø. Hassing"
1081,Nordjylland,860,Hjørring Kommune,561181,"Østerheden, Tårs","Østerheden, Tårs"
1085,Sjælland,330,Slagelse Kommune,231160,"Østerhoved By, Magleby","Østerhoved By, Magleby"
1083,Syddanmark,630,Vejle Kommune,1120556,"Østerhoved, Givskud","Østerhoved, Givskud"
1083,Syddanmark,482,Langeland Kommune,450256,"Østerhuse Ejerlav, Hou","Østerhuse Ejerlav, Hou"
1081,Nordjylland,787,Thisted Kommune,691354,"Østerild By, Østerild","Østerild By, Østerild"
1081,Nordjylland,851,Aalborg Kommune,601457,"Østerladen, V. Hassing","Østerladen, V. Hassing"
1084,Hovedstaden,400,Bornholms Kommune,1390351,Østerlarsker,Østerlarsker
1082,Midtjylland,751,Århus Kommune,1030658,"Østerlavet, Malling","Østerlavet, Malling"
1083,Syddanmark,561,Esbjerg Kommune,2007658,"Østermade, Ribe Jorder","Østermade, Ribe Jorder"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210855,"Østermærsken, Stauning","Østermærsken, Stauning"
1084,Hovedstaden,400,Bornholms Kommune,1390451,Østermarie,Østermarie
1085,Sjælland,390,Vordingborg Kommune,320457,"Østermark By, Elmelunde","Østermark By, Elmelunde"
1083,Syddanmark,461,Odense Kommune,2003854,"Østermarken, Odense Jorder","Østermarken, Odense Jorder"
1082,Midtjylland,779,Skive Kommune,820864,"Østerris By, Højslev","Østerris By, Højslev"
1084,Hovedstaden,101,Københavns Kommune,2000182,"Østervold Kvarter, København","Østervold Kvarter, København"
1081,Nordjylland,813,Frederikshavn Kommune,551063,"Østervrå By, Torslev","Østervrå By, Torslev"
1085,Sjælland,360,Lolland Kommune,482058,"Østofte By, Østofte","Østofte By, Østofte"
1082,Midtjylland,730,Randers Kommune,920155,"Østrup By, Albæk","Østrup By, Albæk"
1082,Midtjylland,766,Hedensted Kommune,1100452,"Østrup By, Glud","Østrup By, Glud"
1085,Sjælland,306,Odsherred Kommune,160560,"Ostrup By, Grevinge","Ostrup By, Grevinge"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440952,"Østrup By, Håstrup","Østrup By, Håstrup"
1085,Sjælland,265,Roskilde Kommune,31055,"Østrup By, Kirkerup","Østrup By, Kirkerup"
1083,Syddanmark,480,Nordfyns Kommune,360854,"Østrup By, Østrup","Østrup By, Østrup"
1081,Nordjylland,849,Jammerbugt Kommune,570758,"Østrup By, Saltum","Østrup By, Saltum"
1085,Sjælland,340,Sorø Kommune,221354,"Ostrup By, Stenmagle","Ostrup By, Stenmagle"
1085,Sjælland,316,Holbæk Kommune,150957,"Østrup By, Undløse","Østrup By, Undløse"
1081,Nordjylland,820,Vesthimmerlands Kommune,671457,"Østrup By, Vognsild","Østrup By, Vognsild"
1081,Nordjylland,840,Rebild Kommune,611057,"Østrup Mark, Suldrup","Østrup Mark, Suldrup"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440953,"Østrupgård Hgd., Håstrup","Østrupgård Hgd., Håstrup"
1083,Syddanmark,550,Tønder Kommune,1470552,"Ottersbøl, Mjolden","Ottersbøl, Mjolden"
1083,Syddanmark,480,Nordfyns Kommune,360653,"Otterup By, Otterup","Otterup By, Otterup"
1085,Sjælland,330,Slagelse Kommune,250953,"Ottestrup By, Ottestrup","Ottestrup By, Ottestrup"
1085,Sjælland,329,Ringsted Kommune,212252,"Ottestrup Hgd., Ørslev","Ottestrup Hgd., Ørslev"
1082,Midtjylland,779,Skive Kommune,830751,"Otting By, Otting","Otting By, Otting"
1081,Nordjylland,820,Vesthimmerlands Kommune,660956,"Oudrup By, Oudrup","Oudrup By, Oudrup"
1081,Nordjylland,820,Vesthimmerlands Kommune,660957,"Oudrup Østerhede, Oudrup","Oudrup Østerhede, Oudrup"
